word,frequency,mean_shap,mean_abs_shap,sum_shap,sum_abs_shap,ratio
看好,2,0.2849054797552526,0.2849054797552526,0.5698109595105052,0.5698109595105052,0.08545820156600811
涨停,5,0.15521430554799737,0.15521430554799737,0.7760715277399868,0.7760715277399868,0.11639242092538399
涨幅,3,0.15016186417778954,0.15016186417778954,0.4504855925333686,0.4504855925333686,0.06756221151374583
上涨,14,0.0961291629834086,0.0961291629834086,1.3458082817677204,1.3458082817677204,0.20183949341955143
突破,5,0.08789187585934996,0.08789187585934996,0.43945937929674983,0.43945937929674983,0.06590853964668625
强势,3,0.07499132351949811,0.07499132351949811,0.22497397055849433,0.22497397055849433,0.03374078824248822
买入,47,0.056564176285193786,0.056564176285193786,2.658516285404108,2.658516285404108,0.3987147259851727
持有,4,0.040893154102377594,0.040893154102377594,0.16357261640951037,0.16357261640951037,0.02453203363412239
净利润,2,0.01950835168827325,0.01950835168827325,0.0390167033765465,0.0390167033765465,0.005851585066841082
